Rank;Sourceid;Title;Issn;SJR;SJR Best Quartile;Year;Categories
6635;16945;Chemistry and Physics of Lipids;18732941, 00093084;0,712;Q2;2019;"Biochemistry (Q2); Organic Chemistry (Q2); Cell Biology (Q3); Molecular Biology (Q3)"
6636;130088;Clinical Diabetes;8918929;0,712;Q2;2019;"Endocrinology, Diabetes and Metabolism (Q2); Internal Medicine (Q2)"
6637;29970;Current Medical Research and Opinion;14734877, 03007995;0,712;Q2;2019;Medicine (miscellaneous) (Q2)
6638;21100886407;European Policy Analysis;23806567;0,712;Q2;2019;"Health Policy (Q2); Management, Monitoring, Policy and Law (Q2); Public Administration (Q2)"
6639;4000152106;Journal of Applied Oral Science;16787757, 16787765;0,712;Q1;2019;"Dentistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q2)"
6640;4000151705;Journal of Burn Care and Research;15590488, 1559047X;0,712;Q1;2019;"Emergency Medicine (Q1); Rehabilitation (Q1); Medicine (miscellaneous) (Q2); Surgery (Q2)"
6641;19700175283;Journal of Environmental and Public Health;16879805, 16879813;0,712;Q2;2019;"Health, Toxicology and Mutagenesis (Q2); Public Health, Environmental and Occupational Health (Q2)"
6642;22920;Journal of Fashion Marketing and Management;13612026;0,712;Q1;2019;"Business and International Management (Q1); Marketing (Q2)"
6643;28547;Journal of Non-Crystalline Solids;223093;0,712;Q1;2019;"Ceramics and Composites (Q1); Materials Chemistry (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
6644;21100236604;Neurology: Clinical Practice;21630402, 21630933;0,712;Q2;2019;Neurology (clinical) (Q2)
6645;24824;New Journal of Chemistry;11440546, 13699261;0,712;Q1;2019;"Materials Chemistry (Q1); Chemistry (miscellaneous) (Q2); Catalysis (Q3)"
6646;29115;Physica A: Statistical Mechanics and its Applications;3784371;0,712;Q2;2019;"Condensed Matter Physics (Q2); Statistics and Probability (Q2)"
6647;13660;Sensors and Actuators A: Physical;9244247;0,712;Q1;2019;"Electrical and Electronic Engineering (Q1); Instrumentation (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
6648;23213;Annals of the Institute of Statistical Mathematics;00203157, 15729052;0,711;Q2;2019;Statistics and Probability (Q2)
6649;21983;Herpetologica;180831;0,711;Q1;2019;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q2)"
6650;13316;Journal of Librarianship and Information Science;09610006, 17416477;0,711;Q1;2019;Library and Information Sciences (Q1)
6651;28085;Obstetrical and Gynecological Survey;00297828, 15339866;0,711;Q2;2019;"Medicine (miscellaneous) (Q2); Obstetrics and Gynecology (Q2)"
6652;5800179601;Substance Abuse: Treatment, Prevention, and Policy;1747597X;0,711;Q2;2019;"Health Policy (Q2); Psychiatry and Mental Health (Q2)"
6653;21855;BMC Anesthesiology;14712253;0,71;Q2;2019;Anesthesiology and Pain Medicine (Q2)
6654;25827;Chinese Journal of Polymer Science (English Edition);02567679, 14396203;0,71;Q1;2019;"Chemical Engineering (miscellaneous) (Q1); Polymers and Plastics (Q1); Organic Chemistry (Q2)"
6655;29293;Clinical Reviews in Bone and Mineral Metabolism;15590119, 15348644;0,71;Q2;2019;"Endocrinology, Diabetes and Metabolism (Q2); Orthopedics and Sports Medicine (Q2); Endocrinology (Q3)"
6656;21100900363;Frontiers in Materials;22968016;0,71;Q2;2019;Materials Science (miscellaneous) (Q2)
6657;130132;Information Technology and People;9593845;0,71;Q1;2019;"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)"
6658;14751;International Journal of Experimental Pathology;09599673, 13652613;0,71;Q2;2019;"Pathology and Forensic Medicine (Q2); Cell Biology (Q3); Molecular Biology (Q3)"
6659;20486;Journal of Insect Conservation;15729753, 1366638X;0,71;Q1;2019;"Animal Science and Zoology (Q1); Ecology (Q2); Insect Science (Q2); Nature and Landscape Conservation (Q2)"
6660;25058;Journal of the Mathematical Society of Japan;255645;0,71;Q2;2019;Mathematics (miscellaneous) (Q2)
6661;13787;Journal of Thermal Spray Technology;15441016, 10599630;0,71;Q1;2019;"Materials Chemistry (Q1); Surfaces, Coatings and Films (Q1); Condensed Matter Physics (Q2)"
6662;144790;Marine Drugs;16603397;0,71;Q2;2019;Drug Discovery (Q2)
6663;16986;Pathology International;13205463, 14401827;0,71;Q2;2019;"Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2)"
6664;79955;Southeastern Archaeology;0734578X;0,71;Q1;2019;Archeology (Q1)
6665;17593;Advances and technical standards in neurosurgery;954829;0,709;Q2;2019;Medicine (miscellaneous) (Q2)
6666;25131;Environmental Carcinogenesis and Ecotoxicology Reviews;10590501, 15324095;0,709;Q2;2019;"Health, Toxicology and Mutagenesis (Q2); Cancer Research (Q3)"
6667;21100863103;European Journal of Higher Education;21568235, 21568243;0,709;Q2;2019;Education (Q2)
6668;21100897526;Journal of Causal Inference;21933685, 21933677;0,709;Q2;2019;"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)"
6669;26363;Journal of Refugee Studies;09516328, 14716925;0,709;Q1;2019;"Geography, Planning and Development (Q1); Political Science and International Relations (Q1)"
6670;21100900323;Journal of Sustainable Metallurgy;21993823, 21993831;0,709;Q1;2019;"Environmental Science (miscellaneous) (Q1); Metals and Alloys (Q1); Mechanics of Materials (Q2)"
6671;17800;Materials Chemistry and Physics;2540584;0,709;Q2;2019;"Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
6672;23948;Microvascular Research;10959319, 00262862;0,709;Q2;2019;"Biochemistry (Q2); Cardiology and Cardiovascular Medicine (Q2); Cell Biology (Q3)"
6673;21100838016;Quarterly Journal of Finance;20101406, 20101392;0,709;Q2;2019;"Economics and Econometrics (Q2); Finance (Q2); Strategy and Management (Q2)"
6674;19831;Sleep and Breathing;15221709, 15209512;0,709;Q2;2019;"Neurology (clinical) (Q2); Otorhinolaryngology (Q2)"
6675;19551;Veterinary Radiology and Ultrasound;17408261, 10588183;0,709;Q1;2019;Veterinary (miscellaneous) (Q1)
6676;86164;Archaeometry;0003813X, 14754754;0,708;Q1;2019;"Archeology (Q1); History (Q1)"
6677;20524;BMC Surgery;14712482;0,708;Q2;2019;"Medicine (miscellaneous) (Q2); Surgery (Q2)"
6678;27682;European Journal of Cardiovascular Nursing;14745151;0,708;Q1;2019;"Advanced and Specialized Nursing (Q1); Medical and Surgical Nursing (Q1); Cardiology and Cardiovascular Medicine (Q2); Medicine (miscellaneous) (Q2)"
6679;29872;Integrative Cancer Therapies;1552695X, 15347354;0,708;Q1;2019;"Complementary and Alternative Medicine (Q1); Oncology (Q3)"
6680;25146;Journal of Pharmacological and Toxicological Methods;10568719;0,708;Q2;2019;"Pharmacology (Q2); Toxicology (Q2)"
6681;27846;Marine and Freshwater Research;13231650;0,708;Q2;2019;"Aquatic Science (Q2); Ecology (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Oceanography (Q2)"
6682;14240;Reactive and Functional Polymers;13815148;0,708;Q1;2019;"Chemical Engineering (miscellaneous) (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Biochemistry (Q2); Chemistry (miscellaneous) (Q2); Environmental Chemistry (Q2)"
6683;19262;Revista Brasileira de Psiquiatria;1809452X, 15164446;0,708;Q2;2019;Psychiatry and Mental Health (Q2)
6684;14442;Advances in Pediatrics;00653101, 18781926;0,707;Q2;2019;Pediatrics, Perinatology and Child Health (Q2)
6685;27975;General Relativity and Gravitation;00017701, 15729532;0,707;Q2;2019;Physics and Astronomy (miscellaneous) (Q2)
6686;22110;Journal for the Education of the Gifted;21629501, 01623532;0,707;Q2;2019;Education (Q2)
6687;21100774788;Journal of Electromagnetic Engineering and Science;26717255, 26717263;0,707;Q1;2019;"Computer Networks and Communications (Q1); Electrical and Electronic Engineering (Q1); Instrumentation (Q1); Radiation (Q1)"
6688;21100199856;Journal of Information Technology Education:Research;15393585, 15479714;0,707;Q1;2019;"Computer Science (miscellaneous) (Q1); Education (Q2); E-learning (Q2)"
6689;13323;Nutrition in Clinical Practice;19412452, 08845336;0,707;Q2;2019;"Medicine (miscellaneous) (Q2); Nutrition and Dietetics (Q2)"
6690;5600157619;Obesity Research and Clinical Practice;1871403X;0,707;Q2;2019;"Endocrinology, Diabetes and Metabolism (Q2); Nutrition and Dietetics (Q2)"
6691;29035;Open Economies Review;09237992, 1573708X;0,707;Q2;2019;Economics and Econometrics (Q2)
6692;14002;Palaeontologia Electronica;10948074, 19353952;0,707;Q2;2019;Oceanography (Q2)
6693;21100466871;Review Journal of Autism and Developmental Disorders;21957177, 21957185;0,707;Q2;2019;"Psychiatry and Mental Health (Q2); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3); Developmental Neuroscience (Q3)"
6694;18132;River Research and Applications;15351459, 15351467;0,707;Q1;2019;"Environmental Science (miscellaneous) (Q1); Environmental Chemistry (Q2); Water Science and Technology (Q2)"
6695;4700152843;ACM Transactions on Sensor Networks;15504859;0,706;Q1;2019;Computer Networks and Communications (Q1)
6696;13578;Acta Oto-Laryngologica;16512251, 00016489;0,706;Q2;2019;"Medicine (miscellaneous) (Q2); Otorhinolaryngology (Q2)"
6697;22575;Cardiovascular Toxicology;15307905, 15590259;0,706;Q2;2019;"Cardiology and Cardiovascular Medicine (Q2); Toxicology (Q2); Molecular Biology (Q3)"
6698;21100826864;Climate;22251154;0,706;Q3;2019;Atmospheric Science (Q3)
6699;20752;Critical Reviews in Immunology;10408401;0,706;Q3;2019;"Immunology (Q3); Immunology and Allergy (Q3)"
6700;56471;Euphytica;15735060, 00142336;0,706;Q1;2019;"Agronomy and Crop Science (Q1); Horticulture (Q1); Plant Science (Q2); Genetics (Q3)"
6701;29191;Journal of Aging and Physical Activity;10638652, 1543267X;0,706;Q1;2019;"Rehabilitation (Q1); Geriatrics and Gerontology (Q2); Gerontology (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)"
6702;16298;Journal of Irrigation and Drainage Engineering - ASCE;07339437, 19434774;0,706;Q1;2019;"Agricultural and Biological Sciences (miscellaneous) (Q1); Civil and Structural Engineering (Q2); Water Science and Technology (Q2)"
6703;98245;Library Resources and Technical Services;242527;0,706;Q1;2019;"Library and Information Sciences (Q1); Information Systems (Q2)"
6704;22889;Political Science Quarterly;00323195, 1538165X;0,706;Q1;2019;Sociology and Political Science (Q1)
6705;19006;Psychiatric Genetics;14735873, 09558829;0,706;Q2;2019;"Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3); Genetics (Q3); Genetics (clinical) (Q3)"
6706;62653;Seed Science Research;14752735, 09602585;0,706;Q2;2019;Plant Science (Q2)
6707;63670;Bulletin of Geosciences;12141119;0,705;Q1;2019;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)"
6708;16598;Cardiovascular Ultrasound;14767120;0,705;Q2;2019;"Cardiology and Cardiovascular Medicine (Q2); Medicine (miscellaneous) (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
6709;6100153023;IET Microwaves, Antennas and Propagation;17518725;0,705;Q1;2019;Electrical and Electronic Engineering (Q1)
6710;11700154303;International Emergency Nursing;1878013X, 1755599X;0,705;Q1;2019;Emergency Nursing (Q1)
6711;28554;Soft Computing;14327643, 14337479;0,705;Q2;2019;"Geometry and Topology (Q2); Software (Q2); Theoretical Computer Science (Q2)"
6712;36538;Soil Use and Management;14752743, 02660032;0,705;Q1;2019;"Agronomy and Crop Science (Q1); Pollution (Q2); Soil Science (Q2)"
6713;12100156090;British Politics;1746918X, 17469198;0,704;Q1;2019;"History (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1)"
6714;28846;Disability and Society;13600508, 09687599;0,704;Q1;2019;"Health (social science) (Q1); Social Sciences (miscellaneous) (Q1); Health Professions (miscellaneous) (Q2)"
6715;19400158557;European Transport Research Review;18668887, 18670717;0,704;Q1;2019;"Automotive Engineering (Q1); Mechanical Engineering (Q1); Transportation (Q2)"
6716;19700175786;HIV/AIDS - Research and Palliative Care;11791373;0,704;Q2;2019;"Dermatology (Q2); Health Policy (Q2); Infectious Diseases (Q2); Epidemiology (Q3); Virology (Q3)"
6717;29901;International Journal of Hyperthermia;02656736, 14645157;0,704;Q2;2019;"Medicine (miscellaneous) (Q2); Radiological and Ultrasound Technology (Q2); Cancer Research (Q3); Physiology (Q3); Physiology (medical) (Q3)"
6718;5600153495;Journal of Industrial Relations;00221856, 14729296;0,704;Q1;2019;"Business and International Management (Q1); Industrial Relations (Q1)"
6719;27770;Journal of Investigative Medicine;17088267, 10815589;0,704;Q2;2019;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
6720;54222;Polymers;20734360;0,704;Q1;2019;"Polymers and Plastics (Q1); Chemistry (miscellaneous) (Q2)"
6721;27475;Annals of Diagnostic Pathology;15328198, 10929134;0,703;Q2;2019;"Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2)"
6722;15459;BioTechniques;19409818, 07366205;0,703;Q2;2019;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Biotechnology (Q2)"
6723;18497;Connective Tissue Research;03008207, 16078438;0,703;Q2;2019;"Biochemistry (Q2); Orthopedics and Sports Medicine (Q2); Rheumatology (Q2); Cell Biology (Q3); Molecular Biology (Q3)"
6724;17950;Dendrochronologia;16120051, 11257865;0,703;Q2;2019;"Ecology (Q2); Plant Science (Q2)"
6725;28127;Environmental Health and Preventive Medicine;1342078X, 13474715;0,703;Q2;2019;"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)"
6726;24635;European Journal of Contraception and Reproductive Health Care;14730782, 13625187;0,703;Q2;2019;"Medicine (miscellaneous) (Q2); Obstetrics and Gynecology (Q2); Pharmacology (medical) (Q2); Reproductive Medicine (Q2)"
6727;26004;IEEE Circuits and Systems Magazine;1531636X;0,703;Q1;2019;"Electrical and Electronic Engineering (Q1); Computer Science Applications (Q2)"
6728;5000154606;Internal and Emergency Medicine;18280447;0,703;Q1;2019;"Emergency Medicine (Q1); Internal Medicine (Q2)"
6729;19700188272;International journal of older people nursing;17483735, 17483743;0,703;Q2;2019;Gerontology (Q2)
6730;21100456777;Journal of Demographic Economics;20540892, 20540906;0,703;Q1;2019;"Demography (Q1); Geography, Planning and Development (Q1); Economics and Econometrics (Q2)"
6731;21157;Journal of Intelligent Material Systems and Structures;15308138, 1045389X;0,703;Q1;2019;"Mechanical Engineering (Q1); Materials Science (miscellaneous) (Q2)"
6732;27601;Journal of Maternal-Fetal and Neonatal Medicine;14767058, 14764954;0,703;Q2;2019;"Obstetrics and Gynecology (Q2); Pediatrics, Perinatology and Child Health (Q2)"
6733;21100215166;Journal of Obesity;20900716, 20900708;0,703;Q2;2019;Endocrinology, Diabetes and Metabolism (Q2)
6734;29664;Journal of Trace Elements in Medicine and Biology;0946672X;0,703;Q1;2019;"Inorganic Chemistry (Q1); Biochemistry (Q2); Molecular Medicine (Q3)"
6735;13000154735;Linguistics and Language Compass;1749818X;0,703;Q1;2019;Linguistics and Language (Q1)
6736;21100470767;Prostate Cancer;20903111, 2090312X;0,703;Q2;2019;"Urology (Q2); Cancer Research (Q3); Oncology (Q3)"
6737;13231;World Journal of Surgical Oncology;14777819;0,703;Q2;2019;"Surgery (Q2); Oncology (Q3)"
6738;28471;Ageing and Society;0144686X, 14691779;0,702;Q1;2019;"Arts and Humanities (miscellaneous) (Q1); Health (social science) (Q1); Geriatrics and Gerontology (Q2); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2)"
6739;13648;Current Opinion in Otolaryngology and Head and Neck Surgery;15316998, 10689508;0,702;Q2;2019;"Medicine (miscellaneous) (Q2); Otorhinolaryngology (Q2); Surgery (Q2)"
6740;11300153314;European Journal of Engineering Education;03043797, 14695898;0,702;Q1;2019;"Engineering (miscellaneous) (Q1); Education (Q2)"
6741;6200162323;Fly;19336934, 19336942;0,702;Q2;2019;Insect Science (Q2)
6742;21100201997;Journal of Information Display;15980316, 21581606;0,702;Q1;2019;"Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q2)"
6743;19700186816;Journal of Mechanisms and Robotics;19424302, 19424310;0,702;Q1;2019;Mechanical Engineering (Q1)
6744;22202;Operations Research Letters;1676377;0,702;Q1;2019;"Industrial and Manufacturing Engineering (Q1); Applied Mathematics (Q2); Management Science and Operations Research (Q2); Software (Q2)"
6745;17049;Physiological Measurement;09673334, 13616579;0,702;Q2;2019;"Biomedical Engineering (Q2); Biophysics (Q2); Physiology (Q3); Physiology (medical) (Q3)"
6746;21100783390;Therapeutic Advances in Hematology;20406207, 20406215;0,702;Q2;2019;Hematology (Q2)
6747;21100394094;Transplantation Research;20471440;0,702;Q2;2019;"Transplantation (Q2); Immunology (Q3)"
6748;21100228109;Advances in Virology;16878639, 16878647;0,701;Q2;2019;"Infectious Diseases (Q2); Virology (Q3)"
6749;27618;American Journal of Health Behavior;10873244;0,701;Q1;2019;"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2)"
6750;14287;Behavioural Neurology;09534180, 18758584;0,701;Q2;2019;"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3); Neuropsychology and Physiological Psychology (Q3)"
6751;19700175784;Clinics in Orthopedic Surgery;20054408, 2005291X;0,701;Q2;2019;"Orthopedics and Sports Medicine (Q2); Surgery (Q2)"
6752;130178;Cognitive Linguistics;9365907;0,701;Q1;2019;"Linguistics and Language (Q1); Developmental and Educational Psychology (Q2)"
6753;21100787658;Gland Surgery;22278575, 2227684X;0,701;Q2;2019;Surgery (Q2)
6754;98456;International Journal of Structural Stability and Dynamics;2194554;0,701;Q1;2019;"Aerospace Engineering (Q1); Building and Construction (Q1); Mechanical Engineering (Q1); Ocean Engineering (Q1); Applied Mathematics (Q2); Civil and Structural Engineering (Q2)"
6755;3200147830;Journal of Accounting, Auditing and Finance;0148558X;0,701;Q1;2019;"Economics, Econometrics and Finance (miscellaneous) (Q1); Accounting (Q2); Finance (Q2)"
6756;24354;Journal of Automated Reasoning;15730670, 01687433;0,701;Q2;2019;"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2)"
6757;4700152795;Journal of Library Administration;1930826;0,701;Q1;2019;"Library and Information Sciences (Q1); Public Administration (Q2)"
6758;21100332432;South American Journal of Herpetology;1982355X, 18089798;0,701;Q1;2019;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q2)"
6759;21100447811;Agronomy;20734395;0,7;Q1;2019;Agronomy and Crop Science (Q1)
6760;21100207001;Discrete and Continuous Dynamical Systems - Series S;19371632, 19371179;0,7;Q2;2019;"Analysis (Q2); Applied Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2)"
6761;200147134;First Monday;13960466;0,7;Q1;2019;"Computer Networks and Communications (Q1); Law (Q1); Human-Computer Interaction (Q2)"
6762;12236;Journal of Orofacial Orthopedics;16156714, 14345293;0,7;Q2;2019;"Medicine (miscellaneous) (Q2); Oral Surgery (Q2); Orthodontics (Q2)"
6763;12400154723;Mathematical Geosciences;18748961, 18748953;0,7;Q1;2019;"Earth and Planetary Sciences (miscellaneous) (Q1); Mathematics (miscellaneous) (Q2)"
6764;22205;Saudi Pharmaceutical Journal;13190164;0,7;Q1;2019;"Pharmaceutical Science (Q1); Pharmacology (Q2)"
6765;26491;Synlett;09365214, 14372096;0,7;Q2;2019;Organic Chemistry (Q2)
6766;21100201775;Arthroscopy Techniques;22126287;0,699;Q2;2019;Orthopedics and Sports Medicine (Q2)
6767;19793;Entomologia Experimentalis et Applicata;15707458, 00138703;0,699;Q2;2019;"Ecology, Evolution, Behavior and Systematics (Q2); Insect Science (Q2)"
6768;17229;Journal of Nuclear Cardiology;15326551, 10713581;0,699;Q2;2019;"Cardiology and Cardiovascular Medicine (Q2); Radiology, Nuclear Medicine and Imaging (Q2)"
6769;5700191212;Journal of Orthopaedic Surgery and Research;1749799X;0,699;Q2;2019;"Orthopedics and Sports Medicine (Q2); Surgery (Q2)"
6770;4000152113;Journal of Sports Science and Medicine;13032968;0,699;Q2;2019;"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)"
6771;16432;Journal of Telemedicine and Telecare;1357633X, 17581109;0,699;Q2;2019;Health Informatics (Q2)
6772;15838;Atmosphere;20734433;0,698;Q2;2019;"Environmental Science (miscellaneous) (Q2); Atmospheric Science (Q3)"
6773;21100913557;Earth Systems and Environment;25099426, 25099434;0,698;Q2;2019;"Computers in Earth Sciences (Q2); Economic Geology (Q2); Environmental Science (miscellaneous) (Q2); Geology (Q2); Global and Planetary Change (Q2)"
6774;23524;Electrophoresis;01730835, 15222683;0,698;Q2;2019;"Analytical Chemistry (Q2); Biochemistry (Q2); Clinical Biochemistry (Q2)"
6775;26451;Expositiones Mathematicae;7230869;0,698;Q2;2019;Mathematics (miscellaneous) (Q2)
6776;15391;Journal of Black Psychology, The;15524558, 00957984;0,698;Q1;2019;"Anthropology (Q1); Applied Psychology (Q2)"
6777;26370;Molecules;14203049;0,698;Q1;2019;"Pharmaceutical Science (Q1); Analytical Chemistry (Q2); Chemistry (miscellaneous) (Q2); Drug Discovery (Q2); Medicine (miscellaneous) (Q2); Organic Chemistry (Q2); Physical and Theoretical Chemistry (Q2); Molecular Medicine (Q3)"
6778;17940;Neurological Research;17431328, 01616412;0,698;Q2;2019;"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)"
6779;29067;Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment;1689002;0,698;Q1;2019;"Instrumentation (Q1); Nuclear and High Energy Physics (Q2)"
6780;12352;Optics Communications;304018;0,698;Q1;2019;"Electrical and Electronic Engineering (Q1); Atomic and Molecular Physics, and Optics (Q2); Electronic, Optical and Magnetic Materials (Q2); Physical and Theoretical Chemistry (Q2)"
6781;20835;Technical Communication;493155;0,698;Q1;2019;"Communication (Q1); Social Sciences (miscellaneous) (Q1)"
6782;5600152808;Acta Politica;16810;0,697;Q1;2019;Political Science and International Relations (Q1)
6783;25204;Advances in Cement Research;09517197, 17517605;0,697;Q1;2019;"Building and Construction (Q1); Materials Science (miscellaneous) (Q2)"
6784;17600155056;Biologics: Targets and Therapy;11775491, 11775475;0,697;Q2;2019;"Gastroenterology (Q2); Pharmacology (medical) (Q2); Rheumatology (Q2); Immunology and Allergy (Q3); Oncology (Q3)"
6785;10800153305;Brazilian Journal of Physical Therapy;18099246, 14133555;0,697;Q1;2019;"Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2)"
6786;26527;Fundamenta Mathematicae;17306329, 00162736;0,697;Q2;2019;Algebra and Number Theory (Q2)
6787;7200153157;International Journal of Children's Rights;15718182, 09275568;0,697;Q1;2019;"Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
6788;20369;Journal of Family Violence;08857482, 15732851;0,697;Q1;2019;"Law (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Clinical Psychology (Q2)"
6789;21100206602;Learning, Culture and Social Interaction;2210657X, 22106561;0,697;Q2;2019;Education (Q2)
6790;21100867269;PaleoAmerica;20555563, 20555571;0,697;Q2;2019;"Ecology, Evolution, Behavior and Systematics (Q2); Paleontology (Q2)"
6791;20500195116;Probation Journal;17413079, 02645505;0,697;Q1;2019;Law (Q1)
6792;29595;Applied Spectroscopy Reviews;05704928, 1520569X;0,696;Q1;2019;"Instrumentation (Q1); Spectroscopy (Q2)"
6793;21100852987;Archives of Trauma Research;22519599, 2251953X;0,696;Q2;2019;"Critical Care and Intensive Care Medicine (Q2); Orthopedics and Sports Medicine (Q2)"
6794;4700152782;College and Undergraduate Libraries;10691316, 15452530;0,696;Q1;2019;"Library and Information Sciences (Q1); Education (Q2); E-learning (Q2)"
6795;14864;Cryobiology;00112240, 10902392;0,696;Q1;2019;"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2)"
6796;4700153514;Journal of Geriatric Cardiology;16715411;0,696;Q2;2019;"Cardiology and Cardiovascular Medicine (Q2); Geriatrics and Gerontology (Q2)"
6797;21579;Numerical Heat Transfer, Part B: Fundamentals;15210626, 10407790;0,696;Q2;2019;"Computer Science Applications (Q2); Condensed Matter Physics (Q2); Mechanics of Materials (Q2); Modeling and Simulation (Q2); Numerical Analysis (Q2)"
6798;9100153108;Physical Mesomechanics;19905424, 10299599;0,696;Q2;2019;"Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Mechanics of Materials (Q2); Surfaces and Interfaces (Q2)"
6799;16869;Biochemistry (Moscow);00062979, 16083040;0,695;Q2;2019;"Biochemistry (Q2); Medicine (miscellaneous) (Q2)"
6800;18691;Comptes Rendus - Geoscience;16310713, 17787025;0,695;Q1;2019;"Earth and Planetary Sciences (miscellaneous) (Q1); Global and Planetary Change (Q2)"
6801;21100901149;Current Clinical Microbiology Reports;21965471;0,695;Q2;2019;"Infectious Diseases (Q2); Microbiology (medical) (Q2)"
6802;21100396040;Dementia and Geriatric Cognitive Disorders Extra;16645464;0,695;Q2;2019;"Psychiatry and Mental Health (Q2); Cognitive Neuroscience (Q3)"
6803;17960;International Journal of Adaptive Control and Signal Processing;08906327, 10991115;0,695;Q1;2019;"Electrical and Electronic Engineering (Q1); Control and Systems Engineering (Q2); Signal Processing (Q2)"
6804;28142;International Nursing Review;14667657, 00208132;0,695;Q1;2019;Nursing (miscellaneous) (Q1)
6805;21100372152;Journal of Behavioral and Experimental Economics;22148051, 22148043;0,695;Q1;2019;"Social Sciences (miscellaneous) (Q1); Applied Psychology (Q2); Economics and Econometrics (Q2)"
6806;18900;Journal of Transport Economics and Policy;17545951, 00225258;0,695;Q2;2019;"Economics and Econometrics (Q2); Management, Monitoring, Policy and Law (Q2); Transportation (Q2)"
6807;21100372101;Nanotechnology Reviews;21919097, 21919089;0,695;Q1;2019;"Engineering (miscellaneous) (Q1); Surfaces, Coatings and Films (Q1); Biomaterials (Q2); Biotechnology (Q2); Energy Engineering and Power Technology (Q2); Materials Science (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Process Chemistry and Technology (Q2)"
6808;67476;Social Anthropology;14698676, 09640282;0,695;Q1;2019;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Sociology and Political Science (Q1); Developmental and Educational Psychology (Q2)"
6809;29166;Cells Tissues Organs;14226421, 14226405;0,694;Q2;2019;"Anatomy (Q2); Histology (Q2)"
6810;19667;Current Molecular Medicine;15665240, 18755666;0,694;Q2;2019;"Biochemistry (Q2); Medicine (miscellaneous) (Q2); Molecular Biology (Q3); Molecular Medicine (Q3)"
6811;145159;Journal of Deaf Studies and Deaf Education;14657325, 10814159;0,694;Q2;2019;"Education (Q2); Speech and Hearing (Q2)"
6812;19400158481;Journal of Web Librarianship;19322909, 19322917;0,694;Q1;2019;"Library and Information Sciences (Q1); Computer Science Applications (Q2)"
6813;12837;Metrika;1435926X, 00261335;0,694;Q2;2019;"Statistics and Probability (Q2); Statistics, Probability and Uncertainty (Q2)"
6814;25809;Positivity;13851292, 15729281;0,694;Q2;2019;"Analysis (Q2); Mathematics (miscellaneous) (Q2); Theoretical Computer Science (Q2)"
6815;16004;Reference and User Services Quarterly;10949054;0,694;Q1;2019;"Library and Information Sciences (Q1); Information Systems (Q2)"
